User Id,Quesh,Quesh Date,Respo
14,What is something on your bucket list?,2021-12-23,Many of my bucket list items are places Id like to visit 
77,What is something on your bucket list?,2021-12-23,I looking forward to Sky diving soon. Its always been on my bucket list 
157,What is something on your bucket list?,2021-12-23,I want to go to every Disney parkbut something that has just been added to my bucket list is to go to an F1 race. Thank you Drive to Survive on Netflix for my new obsession. 
11,What is something on your bucket list?,2021-12-23,Visit all countries I havent been to yet.
113,Sugar Cookies or Chocolate Chip?,2021-12-24,Chocolate Chip
75,What is something on your bucket list?,2021-12-23,Visiting Ireland and Norway
114,What is something on your bucket list?,2021-12-23,Have a business or association that gives back to a specific community 
67,What is something on your bucket list?,2021-12-23,Run all the World Marathons! Half way there ??
154,What is something on your bucket list?,2021-12-23,Owning a permaculture orchard and retreat center ?
134,What is something on your bucket list?,2021-12-23,Thru hiking the Appalachian trail 
130,What is something on your bucket list?,2021-12-23,To go to Hawaii
4,What is something on your bucket list?,2021-12-23,Travel through Africa ??
15,What is something on your bucket list?,2021-12-23,Move abroad
6,What is something on your bucket list?,2021-12-23,Visit Europe and see my friends! 
51,What is something on your bucket list?,2021-12-23,"- see the pyramids in Egypt ? To me, those are just the most fascinating things on the planet. Close 2nd & 3rd are visiting Rome & Athens. So obviously I have a deeply rooted desire to have more connection/experiences with ancient civilization. I think I seek that greater perspective because it makes me appreciate the scale of humankind & just how crazy it is that we exist on this flying rock in the first place. "
1,What is something on your bucket list?,2021-12-23,Travel the world ?
154,The category is Person of the Year. Who are you nominating?,2021-12-22,Greta thunberg 
140,The category is Person of the Year. Who are you nominating?,2021-12-22,"My dog Bruce, of course ?"
9,The category is Person of the Year. Who are you nominating?,2021-12-22,Linda Dunikoski
15,The category is Person of the Year. Who are you nominating?,2021-12-22,Thomas Andrews! None of this would be possible without him ?
156,The category is Person of the Year. Who are you nominating?,2021-12-22,"Can I nominate all the teachers and healthcare workers who have been trekkin through this year (&more) to help our most vulnerable populations, despite everything going on with COVID, a complete lack of supplies and being underpaid? Cause thats my vote."
11,The category is Person of the Year. Who are you nominating?,2021-12-22,Dolly Parton 
6,The category is Person of the Year. Who are you nominating?,2021-12-22,"Thomas Andrews for creating this amazing platform that inspires truthful, healthy, and genuine conversations."
14,The category is Person of the Year. Who are you nominating?,2021-12-22,Id rather not 
5,The category is Person of the Year. Who are you nominating?,2021-12-22,"My niece Skyler. As I write this right now, she is undergoing a 6hr double mastectomy and reconstructive breast surgery. She was diagnosed with Stage 4 Breast and Bone Cancer at the young age of 31 this Spring. She truly has fought the fight since Spring with rounds of Chemotherapy that completely stripped her of her natural hair but never her beauty or spirit. She has been my inspiration. Please say a prayer for her today. God willing she will get out of surgery at 2:30pm today. "
134,The category is Person of the Year. Who are you nominating?,2021-12-22,Dr. Fauchi. Dude has been through hell and is still showing up to serve. I admire his grit and willingness to do whats right. Our world needs more people like him. 
51,The category is Person of the Year. Who are you nominating?,2021-12-22,I think my vote goes to Kamala Harris - first female - first African American - first Asian American to hold the Vice President position in the US. Pretty groundbreaking stuff. Second choice would be Climate Activists. We gotta do all we can to start making the changes we need to preserve our habitat ? 
114,The category is Person of the Year. Who are you nominating?,2021-12-22,I am still in awe with all Dolly Parton does to help the community so my award goes to her! 
4,The category is Person of the Year. Who are you nominating?,2021-12-22,"My cousin, Skyler! ??? This year she found out she had stage 4 breast cancer, but she looked it in the face and said, Not me. She is one of the strongest people I know. #skystrong"
1,The category is Person of the Year. Who are you nominating?,2021-12-22,Myself?
121,What is the best part about winter?,2021-12-21,"Roasting deez nuts on the fire (you know, chestnuts!)"
123,What is the best part about winter?,2021-12-21,Drinking tequila
154,What is the best part about winter?,2021-12-21,"Soup, naps, fires, saunas, teas, snow shoeing, no insects, clear stars, reading, wool.,. So many things! "
149,What is the best part about winter?,2021-12-21,Cozy fireplace chats with loved ones 
98,What is the best part about winter?,2021-12-21,Cozy warm drinks 
157,What is the best part about winter?,2021-12-21,"The weather because I love overcast cold days for many reasons! 1) Makes me want to stay in, curl up in a blanket and watch movies or read a book. 2) It reminds me of my trip to the UK 3) Cold weather gives me good hair days lol Also just in general the holidays??? "
5,What is the best part about winter?,2021-12-21,My Electric Blanket & Fireplace! The birth of Jesus! ??
126,What is the best part about winter?,2021-12-21,Skiing and getting cozy and cuddling up with a good book or Christmas movie inside by a fire!
67,What is the best part about winter?,2021-12-21,Skiing! And cuddling up in cozy sweaters by the fire - especially on a snowy night! 
22,What is the best part about winter?,2021-12-21,the way it makes me appreciate warmer weather :) 
6,What is the best part about winter?,2021-12-21,Getting cozy by the fire and watching movies especially the sound of music!!! ??
14,What is the best part about winter?,2021-12-21,Skiing 
130,What is the best part about winter?,2021-12-21,Waking up on Christmas morning to a winter wonderland
77,What is the best part about winter?,2021-12-21,The best part is you get to use your fireplace on those cold nights.
9,What is the best part about winter?,2021-12-21,Doing donuts in the parking lot
114,What is the best part about winter?,2021-12-21,"Winter fashion, love the mix of dark and festive colors. Everyone dressing up to meet with friends and family for the holidays :)"
152,What is the best part about winter?,2021-12-21,"Warm drinks, fireplaces, fashionable outerwear "
56,What is the best part about winter?,2021-12-21,Having a break from the scorching heat here in Florida ?
50,What is the best part about winter?,2021-12-21,"The holidays. Amidst all the hustle and bustle and crazy work schedule, seeing friends and family or even just connecting with them through calls and cards is heart warming. "
134,What is the best part about winter?,2021-12-21,"Hiking! No rocks, roots or bugs!"
51,What is the best part about winter?,2021-12-21,"The holidays. Once those are over, Im typically mfing winter through the months of January & February. At least theres NFL playoffs. Seriously, winter has thanksgiving, Christmas, New Years AND the super bowl on its roster - and somehow Im not head over heels about it. Ill just be over here daydreaming of being outside in the warm sun I guess 3 hours later edit : man, that sounds negative. Winter has its positives & plenty of charm to offer. And i do find it endearing quite a bit. For me, since Im bundled up at home rather than spending tons of time outdoors, its a very reflective season. It makes me focus on the things that are truly important, not just the next fun activity I can plan.. and thats not such a bad thing "
156,What is the best part about winter?,2021-12-21,"Snowboarding, hot chocolate, how beautiful the snow looks, cozy sweaters, reading a book by the fireplace, the holidays, building snowmen, adventures in the snowy woods, sledding I could go on. Winters the best! "
33,What is the best part about winter?,2021-12-21,Skiing 
15,What is the best part about winter?,2021-12-21,The fires and sweaters and heavy food
11,What is the best part about winter?,2021-12-21,The end of it.
4,What is the best part about winter?,2021-12-21,"When it ends. Deeper Answer: The reflection, gratitude and new beginnings it brings.. also, time spent well with family & friends! ? ?"
118,"If you were designing your dream office, what would be three must-haves?",2021-12-20,"Lots of natural light, great view, and on the water. Basically a boat. My office would be a boat"
9,"If you were designing your dream office, what would be three must-haves?",2021-12-20,"Top floor 360 degree city view, balcony and helicopter landing pad "
